"avg_salary","payroll_year","odvetvie","previous_year_salary","rozdil","trend"
12724.250000000000,2001,Zdravotní a sociální péče,11297.0000000000000000,1427.2500000000000000,growth
14392.000000000000,2002,Zdravotní a sociální péče,12724.250000000000,1667.750000000000,growth
15476.000000000000,2003,Zdravotní a sociální péče,14392.000000000000,1084.000000000000,growth
16013.000000000000,2004,Zdravotní a sociální péče,15476.000000000000,537.000000000000,growth
16650.250000000000,2005,Zdravotní a sociální péče,16013.000000000000,637.250000000000,growth
17973.500000000000,2006,Zdravotní a sociální péče,16650.250000000000,1323.250000000000,growth
19053.500000000000,2007,Zdravotní a sociální péče,17973.500000000000,1080.000000000000,growth
20036.750000000000,2008,Zdravotní a sociální péče,19053.500000000000,983.250000000000,growth
21627.000000000000,2009,Zdravotní a sociální péče,20036.750000000000,1590.250000000000,growth
22286.250000000000,2010,Zdravotní a sociální péče,21627.000000000000,659.250000000000,growth
23176.250000000000,2011,Zdravotní a sociální péče,22286.250000000000,890.000000000000,growth
23621.500000000000,2012,Zdravotní a sociální péče,23176.250000000000,445.250000000000,growth
23652.000000000000,2013,Zdravotní a sociální péče,23621.500000000000,30.500000000000,growth
24255.750000000000,2014,Zdravotní a sociální péče,23652.000000000000,603.750000000000,growth
25352.000000000000,2015,Zdravotní a sociální péče,24255.750000000000,1096.250000000000,growth
26577.500000000000,2016,Zdravotní a sociální péče,25352.000000000000,1225.500000000000,growth
28920.000000000000,2017,Zdravotní a sociální péče,26577.500000000000,2342.500000000000,growth
31629.500000000000,2018,Zdravotní a sociální péče,28920.000000000000,2709.500000000000,growth
34250.000000000000,2019,Zdravotní a sociální péče,31629.500000000000,2620.500000000000,growth
38049.000000000000,2020,Zdravotní a sociální péče,34250.000000000000,3799.000000000000,growth
43535.000000000000,2021,Zdravotní a sociální péče,38049.000000000000,5486.000000000000,growth
10167.0000000000000000,2000,"Zemědělství, lesnictví, rybářství",,,no change
11120.5000000000000000,2001,"Zemědělství, lesnictví, rybářství",10167.0000000000000000,953.5000000000000000,growth
11427.2500000000000000,2002,"Zemědělství, lesnictví, rybářství",11120.5000000000000000,306.7500000000000000,growth
11779.7500000000000000,2003,"Zemědělství, lesnictví, rybářství",11427.2500000000000000,352.5000000000000000,growth
12846.000000000000,2004,"Zemědělství, lesnictví, rybářství",11779.7500000000000000,1066.2500000000000000,growth
13541.000000000000,2005,"Zemědělství, lesnictví, rybářství",12846.000000000000,695.000000000000,growth
14421.000000000000,2006,"Zemědělství, lesnictví, rybářství",13541.000000000000,880.000000000000,growth
15761.250000000000,2007,"Zemědělství, lesnictví, rybářství",14421.000000000000,1340.250000000000,growth
17292.500000000000,2008,"Zemědělství, lesnictví, rybářství",15761.250000000000,1531.250000000000,growth
17193.000000000000,2009,"Zemědělství, lesnictví, rybářství",17292.500000000000,-99.500000000000,decrease
18019.500000000000,2010,"Zemědělství, lesnictví, rybářství",17193.000000000000,826.500000000000,growth
18674.000000000000,2011,"Zemědělství, lesnictví, rybářství",18019.500000000000,654.500000000000,growth
19537.000000000000,2012,"Zemědělství, lesnictví, rybářství",18674.000000000000,863.000000000000,growth
20207.000000000000,2013,"Zemědělství, lesnictví, rybářství",19537.000000000000,670.000000000000,growth
20952.000000000000,2014,"Zemědělství, lesnictví, rybářství",20207.000000000000,745.000000000000,growth
21232.250000000000,2015,"Zemědělství, lesnictví, rybářství",20952.000000000000,280.250000000000,growth
22240.000000000000,2016,"Zemědělství, lesnictví, rybářství",21232.250000000000,1007.750000000000,growth
23531.250000000000,2017,"Zemědělství, lesnictví, rybářství",22240.000000000000,1291.250000000000,growth
25115.250000000000,2018,"Zemědělství, lesnictví, rybářství",23531.250000000000,1584.000000000000,growth
27203.750000000000,2019,"Zemědělství, lesnictví, rybářství",25115.250000000000,2088.500000000000,growth
28215.000000000000,2020,"Zemědělství, lesnictví, rybářství",27203.750000000000,1011.250000000000,growth
27130.000000000000,2021,"Zemědělství, lesnictví, rybářství",28215.000000000000,-1085.000000000000,decrease
12675.250000000000,2000,Zpracovatelský průmysl,,,no change
13574.500000000000,2001,Zpracovatelský průmysl,12675.250000000000,899.250000000000,growth
14448.500000000000,2002,Zpracovatelský průmysl,13574.500000000000,874.000000000000,growth
15210.500000000000,2003,Zpracovatelský průmysl,14448.500000000000,762.000000000000,growth
16375.750000000000,2004,Zpracovatelský průmysl,15210.500000000000,1165.250000000000,growth
17151.250000000000,2005,Zpracovatelský průmysl,16375.750000000000,775.500000000000,growth
18276.750000000000,2006,Zpracovatelský průmysl,17151.250000000000,1125.500000000000,growth
19633.250000000000,2007,Zpracovatelský průmysl,18276.750000000000,1356.500000000000,growth
21128.500000000000,2008,Zpracovatelský průmysl,19633.250000000000,1495.250000000000,growth
21825.250000000000,2009,Zpracovatelský průmysl,21128.500000000000,696.750000000000,growth
22680.500000000000,2010,Zpracovatelský průmysl,21825.250000000000,855.250000000000,growth
23500.500000000000,2011,Zpracovatelský průmysl,22680.500000000000,820.000000000000,growth
24221.750000000000,2012,Zpracovatelský průmysl,23500.500000000000,721.250000000000,growth
24562.250000000000,2013,Zpracovatelský průmysl,24221.750000000000,340.500000000000,growth
25308.250000000000,2014,Zpracovatelský průmysl,24562.250000000000,746.000000000000,growth
26131.750000000000,2015,Zpracovatelský průmysl,25308.250000000000,823.500000000000,growth
27237.500000000000,2016,Zpracovatelský průmysl,26131.750000000000,1105.750000000000,growth
29321.000000000000,2017,Zpracovatelský průmysl,27237.500000000000,2083.500000000000,growth
31646.250000000000,2018,Zpracovatelský průmysl,29321.000000000000,2325.250000000000,growth
33559.750000000000,2019,Zpracovatelský průmysl,31646.250000000000,1913.500000000000,growth
33521.000000000000,2020,Zpracovatelský průmysl,33559.750000000000,-38.750000000000,decrease
34684.500000000000,2021,Zpracovatelský průmysl,33521.000000000000,1163.500000000000,growth
